factor,source,active,original_family,proposed_family,mechanism,horizon,formula_units,definition,review_status,reason,representative_eligible,source_reference,semantic_resolved,replacement_hold_reason
alpha360_CLOSE59,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_59,ratio,"Qlib Alpha360 expression: Ref($close, 59)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_CLOSE6,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_6,ratio,"Qlib Alpha360 expression: Ref($close, 6)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_CLOSE7,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_7,ratio,"Qlib Alpha360 expression: Ref($close, 7)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_CLOSE8,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_8,ratio,"Qlib Alpha360 expression: Ref($close, 8)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_CLOSE9,alpha360,True,PriceTrend,PriceTrend,historical_close_to_current_close_ratio,lag_9,ratio,"Qlib Alpha360 expression: Ref($close, 9)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH0,alpha360,False,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_0,ratio,Qlib Alpha360 expression: $high/$close Alpha360 batch V4 passed.,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH1,alpha360,False,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_1,ratio,"Qlib Alpha360 expression: Ref($high, 1)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH10,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_10,ratio,"Qlib Alpha360 expression: Ref($high, 10)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH11,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_11,ratio,"Qlib Alpha360 expression: Ref($high, 11)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH12,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_12,ratio,"Qlib Alpha360 expression: Ref($high, 12)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH13,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_13,ratio,"Qlib Alpha360 expression: Ref($high, 13)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH14,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_14,ratio,"Qlib Alpha360 expression: Ref($high, 14)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH15,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_15,ratio,"Qlib Alpha360 expression: Ref($high, 15)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH16,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_16,ratio,"Qlib Alpha360 expression: Ref($high, 16)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH17,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_17,ratio,"Qlib Alpha360 expression: Ref($high, 17)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH18,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_18,ratio,"Qlib Alpha360 expression: Ref($high, 18)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH19,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_19,ratio,"Qlib Alpha360 expression: Ref($high, 19)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH2,alpha360,False,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_2,ratio,"Qlib Alpha360 expression: Ref($high, 2)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH20,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_20,ratio,"Qlib Alpha360 expression: Ref($high, 20)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH21,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_21,ratio,"Qlib Alpha360 expression: Ref($high, 21)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH22,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_22,ratio,"Qlib Alpha360 expression: Ref($high, 22)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH23,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_23,ratio,"Qlib Alpha360 expression: Ref($high, 23)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH24,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_24,ratio,"Qlib Alpha360 expression: Ref($high, 24)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH25,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_25,ratio,"Qlib Alpha360 expression: Ref($high, 25)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH26,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_26,ratio,"Qlib Alpha360 expression: Ref($high, 26)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH27,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_27,ratio,"Qlib Alpha360 expression: Ref($high, 27)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH28,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_28,ratio,"Qlib Alpha360 expression: Ref($high, 28)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH29,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_29,ratio,"Qlib Alpha360 expression: Ref($high, 29)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH3,alpha360,False,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_3,ratio,"Qlib Alpha360 expression: Ref($high, 3)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH30,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_30,ratio,"Qlib Alpha360 expression: Ref($high, 30)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH31,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_31,ratio,"Qlib Alpha360 expression: Ref($high, 31)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH32,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_32,ratio,"Qlib Alpha360 expression: Ref($high, 32)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH33,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_33,ratio,"Qlib Alpha360 expression: Ref($high, 33)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH34,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_34,ratio,"Qlib Alpha360 expression: Ref($high, 34)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH35,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_35,ratio,"Qlib Alpha360 expression: Ref($high, 35)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH36,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_36,ratio,"Qlib Alpha360 expression: Ref($high, 36)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH37,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_37,ratio,"Qlib Alpha360 expression: Ref($high, 37)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH38,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_38,ratio,"Qlib Alpha360 expression: Ref($high, 38)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH39,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_39,ratio,"Qlib Alpha360 expression: Ref($high, 39)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH4,alpha360,False,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_4,ratio,"Qlib Alpha360 expression: Ref($high, 4)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
alpha360_HIGH40,alpha360,True,PriceTrend,PriceTrend,historical_high_to_current_close_ratio,lag_40,ratio,"Qlib Alpha360 expression: Ref($high, 40)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,
